"","Handle","LevDistance","LevMatchCount","IntersectionalityScore","DDNADistance","APUScore","SADScore","GrantOwner","IPsSharedRatio","IPsUsedCount","IPsSharedCount","MetaRank_Loki","MetaRank_Thor"
"96","beetleblack",4,0,3,0.33,0.1,0,0,0,20,0,0.642267495212837,0.785681346335918
"97","leomarlo",2,0,4,0.69,0.11,0,1,0,30,0,0.687591790330998,0.82965447533217
"98","zoldank",2,0,4,0.29,0.23,0,0,0,6,0,0.646708352653359,0.789989817026459
"99","shojaie-git",3,0,4,0.52,0.25,1,0,0,17,0,0.608671021513617,0.753086419753086
"100","dlttsang",3,0,4,0.15,0.15,1,0,0,1,0,0.646832518173758,0.790110281038776
"101","karmacoma-eth",5,0,4,0.56,0.1,0,1,0.31,16,5,0.649959937218809,0.793144468349022
"102","muken10",2,0,5,0.36,0.11,0,0,0,10,0,0.626876790942125,0.770749455559132
"103","ozcansoyuk",3,0,3,0.06,0.31,0,0,0,11,0,0.606069365844005,0.750562322244997
"104","muvahhidrufat",6,0,4,0.41,0.08,1,0,0,5,0,0.646479422475123,0.789767711503748
"105","mouse1886",3,0,3,0.27,0.15,1,0,0,1,0,0.643699278869939,0.787070446977953
"106","ugurcelik",3,0,4,0.27,0.26,0,0,0,2,0,0.727483843931701,0.868357303789534
"107","nicoesp",3,0,4,0.22,0.08,0,0,0,4,0,0.639396167553609,0.782895616051077
"108","pekoebkk",4,0,4,0.17,0.21,1,0,0,1,0,0.699538841496893,0.841245372017339
"109","peth-yursick",5,0,3,0.5,0.11,0,1,0.04,104,4,0.632283811338252,0.775995286845518
"110","luisotravez",5,0,4,0.38,0.34,0,1,0,8,0,0.834743452693907,0.972419387929882
"111","chewbach",3,0,3,0.19,0.03,0,0,0,2,0,0.612766543600529,0.75705984990937
"112","dreadknight",3,0,2,0.5,0.11,0,1,0,49,0,0.666889129890715,0.809568983528429
"113","r-botto",2,0,3,0.44,0.31,0,0,0,2,0,0.675415808986868,0.817841473124291
"114","iamjuly",2,0,2,0.07,0.16,0,0,0,1,0,0.607778581835748,0.752220584664555
"115","muratgulmez",4,0,0,0.43,0.13,0,0,0,2,0,0.637814997254778,0.781361582144222
"116","delilramazan1",5,0,3,0.12,0.06,0,0,0,12,0,0.610855558638137,0.755205833469796
"117","andrew112196",3,0,3,0.44,0.21,0,1,0.03,33,1,0.637275653275545,0.780838316590718
"118","mauricelsy",3,0,4,0.27,0.13,0,0,0,9,0,0.658544818902648,0.801473425450658
"119","hustlehustlehard",6,0,4,0.37,0.21,1,0,0,10,0,0.675772784858015,0.818187807159703
"120","rafathebuilder",4,0,4,0.17,0.08,0,0,0,2,0,0.689330107616585,0.831340971504614
"121","heroedo14",4,0,2,0.4,0.13,0,0,0,8,0,0.655743334348645,0.798755456172745
"122","pushpabansal",5,0,3,0.13,0.16,0,0,0,14,0,0.662894492289127,0.805693430382153
"123","fredyt919",3,0,4,0.2,0.11,1,0,0,2,0,0.60564448695389,0.750150109452849
"124","sjdthree",2,0,4,0.62,0.31,0,0,0,4,0,0.683843543683952,0.826017967960337
"125","0xntando",3,0,2,0.2,0.18,1,0,0,1,0,0.607840664595948,0.752280816670714
"126","heider-andrew",4,0,3,0.14,0.28,0,0,0,2,0,0.713445379781585,0.854737341396893
"127","ayanokojikiyotakaa",9,0,3,0.14,0.08,0,0,0,50,0,0.627437475870177,0.771293425864753
"128","hieu041811",4,0,4,0.36,0.39,1,0,0,13,0,0.646539565149067,0.789826061259715
"129","nickizzo",2,0,4,0.35,0.1,0,0,0,7,0,0.609934017666425,0.754311764628378
"130","suhaskulkarni",4,0,1,0.18,0.05,0,0,0,1,0,0.630925750958888,0.774677711710796
"131","yogigoyal22",4,0,4,0.19,0.11,0,0,0,15,0,0.661720740104105,0.804554669015715
"132","2011557foxrich",8,0,1,0.2,0.13,1,0,0,1,0,0.641914399514202,0.78533877680089
"133","jonnymbir",3,0,2,0.2,0.03,0,0,0,1,0,0.623438958096077,0.767414108218093
"134","lisawocken",4,0,2,0.55,0.13,1,0,0,1,0,0.6663400854802,0.809036306723962
"135","0xtrajectory",5,0,4,0.21,0.21,1,0,0,4,0,0.668295692426485,0.810933614917962
"136","rajsaurabh418",5,0,4,0.21,0.1,0,0,0,9,0,0.68635401529952,0.828453599709381
"137","kkemosabe",3,0,2,0.29,0.13,0,0,0,1,0,0.689159380026036,0.831175333487678
"138","labtec0000",3,0,4,0.17,0.03,0,0,0,4,0,0.610684831047588,0.75504019545286
"139","0xjoshua",2,0,4,0.68,0.44,0,1,0.11,19,2,0.61659433378408,0.760773529539093
"140","oishinikku",4,0,0,0.56,0.16,0,0,0,2,0,0.652953490312179,0.796048780395988
"141","7933774",3,0,4,0.25,0.08,0,0,0,7,0,0.628244551752771,0.772076441944816
"142","chicbangs",3,0,2,0.3,0.18,1,0,0,1,0,0.62513265339777,0.76905731263611
"143","damianmarti",3,0,4,0.12,0.11,0,0,0,2,0,0.666526333760799,0.809217002742439
"144","thandadude",3,0,3,0.33,0.33,0,0,0,1,0,0.749757974239535,0.889967418249168
"145","mishra-ajay",4,0,0,0.53,0.25,0,0,0,12,0,0.610874959500699,0.755224655971721
"146","overanalyser",5,0,4,0.33,0.31,0,0,0.33,6,2,0.639151716685324,0.782658452526827
"147","timucinylmz",4,0,4,0.39,0.38,0,0,0,9,0,0.734743646702532,0.87540068400972
"148","100kiyakou",5,0,3,0.18,0.18,1,0,0,1,0,0.691920122768658,0.833853775511549
"149","sedatkara09",3,0,2,0.21,0.21,0,0,0,5,0,0.625357703403493,0.769275653658436
"150","yy092889001",5,0,2,0.2,0.08,1,0,0,1,0,0.620371681724969,0.764438270663813
"151","manju26884",4,0,3,0.24,0.18,0,0,0,3,0,0.707596019719037,0.849062357066626
"152","susscrofan",4,0,4,0.38,NA,0,0,0,1,0,0.821552806237765,0.809173710988012
"153","j-h-scheufen",6,0,3,0.56,0.36,0,0,0,11,0,0.743928015039549,0.884311256420826
"154","dakavon",2,0,3,0.62,0.28,0,0,0,46,0,0.610180408620967,0.75455081040282
"155","maciejbudkowski",4,0,4,0.75,0.06,0,1,0,7,0,0.760531273220407,0.900419553567899
"156","openartstudio",5,0,2,0.32,0.31,0,0,0,2,0,0.737735259709647,0.878303113806493
"157","jackagoldman",4,0,0,0.17,0.15,0,0,0,2,0,0.607363403376914,0.751817783123368
"158","cryptodiscover",4,0,3,0.4,0.15,0,0,0,1,0,0.77325241880254,0.91276146807986
"159","gorlova2002",4,0,3,0.11,0.11,1,0,0,1,0,0.633034624719415,0.77672371767
"160","alengigovic",5,0,1,0.46,0.08,0,0,0,10,0,0.612675359546485,0.756971384150324
"161","hiro23231",3,0,3,0.27,0.1,1,0,0,1,0,0.618033877786206,0.762170159181899
"162","khushbu0689",4,0,2,0.06,0.13,0,0,0,2,0,0.639619277473076,0.78311207482321
"163","kintincheung",3,0,2,0.1,0.11,0,0,0,1,0,0.641464299502756,0.784902094756239
"164","ashishtrivedi210",6,0,4,0.24,0.11,0,0,0,27,0,0.69489233491321,0.836737382806397
"165","garypalmerjr",4,0,3,0.22,0.39,0,1,0.38,8,3,0.636924497663166,0.780497629305883
"166","i-am-zaytsev",5,0,3,0.08,0.1,0,0,0,5,0,0.644519935356326,0.787866638809364
"167","sabyasachi0485",4,0,3,0.08,0.16,0,0,0,11,0,0.633085066962077,0.776772656175004
"168","pradeepbora121",5,0,3,0.53,0.16,0,0,0,35,0,0.699082921226678,0.840803043222111
"169","rocketinspirit",5,0,3,0.25,0.07,1,0,0,1,0,0.653448212307519,0.796528754195065
"170","apeirography",4,0,3,0.1,0.21,0,0,0,2,0,0.696506486678398,0.838303414966524
"171","ketucalibur",5,0,3,0.67,0.21,0,0,0.33,3,1,0.664910241909355,0.807649088332119
"172","cheenukhurana",4,0,2,0.25,0.1,0,0,0,14,0,0.606635871030826,0.751111939301196
"173","cryptomarabout",3,0,1,0.25,0.11,0,0,0,1,0,0.645699507800117,0.78901104692638
"174","antonpecherkin",5,0,1,0.35,0.13,0,1,0,4,0,0.740480481762219,0.880966497828824
"175","sushanth3366",4,0,4,0.29,0.31,0,0,0,19,0,0.708771711990315,0.850203000683257
"176","cobramovin",3,0,4,0.31,0.1,0,0,0,2,0,0.690243888243271,0.832227511345263
"177","jameel139",3,0,2,0.56,0.16,0,0,0,13,0,0.625254878831913,0.769175894398235
"178","rocky772",2,0,3,0.44,0.25,0,0,0,12,0,0.619203749798716,0.763305156047952
"179","0xbacklog",3,0,2,0.62,0.05,0,0,0,2,0,0.62556529263291,0.769477054429029
"180","sushanth9909",4,0,3,0.18,0.29,1,0,0,6,0,0.607522490449925,0.75197212763915
"181","munhenhos",3,0,3,0.2,0.33,0,0,0,1,0,0.72871579870441,0.869552532661746
"182","brkklc",2,0,3,0.2,0.16,0,0,0,3,0,0.615575788499557,0.759785348188052
"183","doyoyaking0202",6,0,2,0.39,0.1,1,0,0,1,0,0.669783738585017,0.812377300815579
"184","karthik-gupta",4,0,3,0.25,0.13,0,0,0,11,0,0.661658657343905,0.804494437009556
"185","deepwizard9",4,0,2,0.29,0.13,1,0,0,1,0,0.647841363027,0.791089051138856
"186","jahangir2018",4,0,4,0.29,0.1,0,0,0,15,0,0.667771869137302,0.810425407365998
"187","tomitorres93",4,0,5,0.4,NA,0,0,0,3,0,0.782628855678923,0.771410125376685
"188","moonlag23",3,0,4,0.31,0.1,0,0,0,13,0,0.635958334707561,0.779560268710037
"189","elderorb",3,0,4,0.57,0.11,0,0,0,18,0,0.658895974515027,0.801814112735493
"190","sandeepudr",3,0,3,0.26,0.11,0,0,0,7,0,0.629303838848675,0.773104150549899
"191","dharminder12358675",8,0,3,0.14,0.33,0,0,0,66,0,0.682916182453472,0.825118252368341
"192","prityrajmehta",4,0,4,0.5,0.1,1,0,0,11,0,0.611753818574774,0.756077315308906
"193","rinnathecat",4,0,3,0.71,0.2,1,0,0,5,0,0.645887696166972,0.789193625195048
"194","ntgreatsaini",5,0,3,0.42,0.13,0,0,0,11,0,0.701259698006173,0.842914927938051
"195","trkhaybullin",5,0,4,0.08,0.08,0,0,0,4,0,0.664836518631618,0.807577562824806
"196","dalawho",2,0,2,0.5,0.15,0,0,0,3,0,0.613558098793072,0.757827807987893
"197","charged100",3,0,3,0.15,0.16,0,0,0,4,0,0.640826011124455,0.78428283444292
"198","dekanbro",3,0,4,0.45,0.08,0,1,0.03,30,1,0.614320552691773,0.75856753231353
"199","piyush-bm-ai",4,0,2,0.1,0.1,0,0,0,2,0,0.628366777186914,0.772195023706941
"200","jonyrosz",2,0,4,0.45,0.2,0,0,0,9,0,0.646669550928234,0.78995217202261
"201","ispeaknerd",4,0,4,0.6,0.1,1,1,0.14,7,1,0.61269864058156,0.756993971152634
"202","cursorch",3,0,3,0.3,0.11,0,0,0,22,0,0.612395987125588,0.75670034012261
"203","alextothesun",4,0,3,0.33,0.15,0,0,0,8,0,0.685399492861453,0.82752753261469
"204","finecoloureth",5,0,1,0.12,0.16,1,0,0,1,0,0.615474904014232,0.759687471178044
"205","olivierfromparis",6,0,3,0.45,0.07,0,0,0,3,0,0.709654451236902,0.851059424520826
"206","amrdavila",3,0,1,0.68,0.15,0,1,0,34,0,0.65771446198498,0.800667822368285
"207","hopesandoval",3,0,3,0.43,0.1,1,0,0,1,0,0.633705894564072,0.777374976236591
"208","longpatrickk323",6,0,1,0.2,0.11,1,0,0,1,0,0.626360727997967,0.770248777007937
"209","shimaartbr",4,0,2,0.2,0.26,0,0,0,2,0,0.695004859916072,0.83684655331756
"210","luizfernandosg",3,0,3,0.59,0.13,0,0,0,8,0,0.6567871007545,0.799768106776289
"211","yur4ok",2,0,4,0.33,0.1,1,0,0,1,0,0.607995871496447,0.75243139668611
"212","dendobry999",4,0,2,0.13,0.05,0,0,0,1,0,0.650058881617877,0.793240463108837
"213","frankdfr96",4,0,3,0.46,0.21,0,0,0,4,0,0.726886297364781,0.867777570730257
"214","akagami404",3,0,2,0.37,0.23,0,0,0,2,0,0.679670418146791,0.821969247796356
"215","aaempire",2,0,4,0.51,0.23,1,1,0,20,0,0.638022586484195,0.781562982914815
"216","chrismoho5572",5,0,4,0.18,0.21,1,0,0,16,0,0.627189144829379,0.771052497840118
"217","cstyle101125",5,0,3,0.46,0.1,0,0,0,3,0,0.718912542851655,0.860041522439246
"218","jacobedawson",3,0,4,0.14,0.1,0,0,0,1,0,0.697212678075667,0.83898855403658
"219","geogranula",4,0,4,0.41,0.23,0,0,0,10,0,0.727862160751667,0.868724342577064
"220","benpercifield",5,0,3,0.37,0.2,0,0,0,6,0,0.72762353014215,0.868492825803391
"221","sonhai1470",4,0,3,0.15,0.07,0,0,0,7,0,0.612413447901894,0.756717280374342
"222","dawnkelly09",3,0,4,0.37,0.25,0,0,0,34,0,0.669849701517729,0.812441297322123
"223","lawrencegrig",3,0,3,0.4,0.18,0,0,0,3,0,0.69014688393046,0.83213339883564
"224","tsch789",3,0,3,0.27,0.25,0,0,0,5,0,0.669062026497698,0.811677103743984
"225","milobowman",3,0,4,0.58,0.21,1,0,0,1,0,0.704257131272056,0.845823004485402
"226","annastone-86",5,0,2,0.11,0.11,0,0,0,2,0,0.664632809574714,0.807379926554597
"227","rohankishibecn",6,0,4,0.05,0.18,0,0,0,1,0,0.777186913730184,0.916578671470169
"228","yakugakusei",5,0,4,0.25,0.1,1,0,0,3,0,0.646112746172695,0.789411966217374
"229","phunghinh22",3,0,4,0.1,0.1,0,0,0,5,0,0.616780582064679,0.76095422555757
"230","planetabstractblack",9,0,2,0.23,0.15,1,0,0,2,0,0.646531804804042,0.789818532258945
"231","mfressdorf",4,0,3,0.4,0.34,0,0,0,8,0,0.711352026711108,0.852706393439229
"232","xsein",2,0,1,0.68,0.1,0,0,0,1,0,0.615930824284448,0.760129799973272
"233","lookover12",4,0,3,0.22,0.2,0,0,0,5,0,0.692129652084332,0.834057058532334
"234","tetsutetsu40",6,0,2,0.12,0.2,1,0,0,1,0,0.66184684571076,0.804677015278225
"235","nnnnicholas",3,0,4,0.7,0.34,0,1,0.34,38,13,0.616495389385012,0.760677534779278
"236","0xmycaleum",4,0,4,0.58,0.11,0,1,0.03,34,1,0.68036108885401,0.822639328864871
"237","oniongum",3,0,4,0.5,0.43,0,0,0.33,3,1,0.637359076984563,0.780919253348994
"238","tolehico",3,0,4,0.47,0.34,0,0,0.1,10,1,0.611132990972779,0.755474995247318
"239","zebbra2014",3,0,2,0,0.36,0,0,0,1,0,0.621999414093951,0.766017478575287
"240","klausbrave",4,0,4,0.7,0.55,0,0,0.4,10,4,0.608574017200805,0.752992307243463
"241","l0xbs",2,0,3,0.42,0.11,0,0,0,1,0,0.679682058664328,0.82198054129751
"242","mugitya45",3,0,2,0.06,0.18,0,0,0,1,0,0.653244503250615,0.796331117924857
"243","brianchung611",3,0,2,0.21,0.11,0,0,0,3,0,0.615240153577228,0.759459718904756
"244","rjramji8348",5,0,4,0.23,0.2,1,0,0,19,0,0.632776593247336,0.776473378394403
"245","flaviagoma",3,0,0,0.57,0.16,0,0,0,2,0,0.615977386354597,0.760174973977891
"246","fluffyinteger",5,0,3,0,0.21,0,0,0,2,0,0.664446561294115,0.807199230536121
"247","billbout",2,0,4,0.26,0.15,0,0,0,8,0,0.621388286923237,0.765424569764662
"248","goodluck-world",5,0,3,0,0.15,1,0,0,1,0,0.611486086671413,0.755817564782346
"249","ideasatminds",5,0,2,0.68,0.1,0,1,0.02,46,1,0.632231429009334,0.775944466090322
"250","fuyuan2021",2,0,4,0.23,0.08,0,0,0,1,0,0.658870753393696,0.801789643482991
"251","fenichalphonse30",7,0,3,0.6,0.23,1,0,0,2,0,0.716246864335588,0.857455310674806
"252","skeshmiri",3,0,4,0.17,0.1,0,0,0,1,0,0.702807886838649,0.844416963591635
"253","nelsonrodmar",4,0,5,0.47,0.08,0,0,0,8,0,0.695338554752144,0.837170300350663
"254","heypran",2,0,1,0.3,0.18,0,1,0,18,0,0.609165743508956,0.753566393552164
"255","oisinkyne",4,0,3,0.47,0,0,0,0,9,0,0.633321757485338,0.777002290698484
"256","solarmkd",3,0,3,0.7,0.08,0,0,0,20,0,0.608042433566596,0.752476570690729
"257","nirsarkar",3,0,3,0.25,0.29,0,0,0,8,0,0.655376658046217,0.79839971088637
"258","hapirr",2,0,3,0.35,0.21,0,0,0,9,0,0.61545550315167,0.759668648676119
"259","radicalrebalancing",8,0,3,0.69,0.1,1,0,0,4,0,0.656020766683287,0.799024617950267
"260","eagle0811",3,0,3,0.27,0.26,0,0,0,25,0,0.636552001101969,0.78013623726893
"261","kodiak-1988",4,0,4,0.29,0.23,0,0,0,1,0,0.802652485929524,0.9412850874964
"262","przemus08",3,0,2,0.14,0,0,0,0,1,0,0.607264458977846,0.751721788363553
"263","nichetaipei",4,0,3,0.33,0.08,1,0,0,1,0,0.650392576453949,0.79356421014194
"264","chanmayson",3,0,4,0.33,0.15,0,1,0.14,22,3,0.613073077229014,0.757357245439778
"265","simonsilva823",5,0,3,0.2,0.13,0,0,0,16,0,0.665849243657373,0.80856009742527
"266","epick362",3,0,4,0.43,0.2,0,0,0,12,0,0.683783401010009,0.825959618204371
"267","venkat0313",4,0,2,0.33,0.11,0,0,0,7,0,0.645340591842713,0.788662830640774
"268","dogaoztuzun",5,0,3,0.4,0.21,0,0,0.01,77,1,0.611037926746223,0.755382764987888
"269","motiondesigneth",3,0,4,0.43,0.18,0,0,0,3,0,0.718524525600408,0.859665072400754
"270","nakytukta",4,0,3,0.1,0.13,0,0,0,1,0,0.71665816262191,0.857854347715607
"271","sanjay9p512",4,0,3,0.56,0.1,0,0,0,21,0,0.655039083037632,0.798072199352882
"272","szueb",2,0,3,0.25,0.16,0,0,0,5,0,0.609757469817108,0.754140479860864
"273","sajib77sattar",5,0,3,0.21,0.21,0,0,0.17,6,1,0.617001751897889,0.76116880207951
"274","andres3456",3,0,3,0.27,0.38,0,0,0,27,0,0.639477651176371,0.78297467055916
"275","pbag67",3,0,2,0.41,0.29,0,0,0,12,0,0.634571173034353,0.778214459822429
"276","matveitsyganok",7,0,3,0.08,0.16,0,0,0,2,0,0.720905011436809,0.861974593386902
"277","gksamanta",3,0,2,0.17,0.2,0,0,0,5,0,0.613216643611975,0.75749653195402
"278","baekjames",3,0,4,0.11,0.41,0,0,0,9,0,0.65033049369375,0.793503978135782
"279","vicky213141",4,0,3,0.44,0.23,1,0,0,17,0,0.61439427596951,0.758639057820844
"280","stantox",2,0,4,0,0.23,0,0,0,1,0,0.628064123730941,0.771901392676917
"281","srinivas2796",4,0,3,0.16,0.08,0,0,0,4,0,0.636649005414781,0.780230349778553
"282","phuochofu",3,0,4,0.13,0.13,0,0,0,29,0,0.610865259069418,0.755215244720759
"283","avaxmhmtlp",5,0,2,0.21,0.15,0,0,0,2,0,0.70220452001296,0.843831583781779
"284","mdkousik120",4,0,3,0.47,0.08,0,0,0,6,0,0.664339856550022,0.807095706775536
"285","93i7xo2",4,0,3,0.09,0.16,0,0,0,38,0,0.617511994583279,0.761663833880127
"286","mark-85-byte",5,0,3,0.42,0.08,0,0,0,48,0,0.648890949691623,0.792107348492976
"287","futurefolklore",5,0,1,0.61,0.1,1,1,0,2,0,0.678529647428125,0.820862484683189
"288","ranjeet-sketch",5,0,3,0.17,0.11,0,0,0,17,0,0.649934716097478,0.79311999909652
"289","rajput9653",4,0,4,0.6,0.11,0,0,0,4,0,0.732586270785599,0.873307621795704
"290","wrongnebula",4,0,3,0.33,0.16,0,0,0,3,0,0.718192770850592,0.859343207617843
"291","dimwellmassive",6,0,2,0.54,0.08,1,0,0,1,0,0.664873380270487,0.807613325578463
"292","gurpreet99962",3,0,3,0.53,0.21,1,0,0,2,0,0.638455225719335,0.781982724707734
"293","buroot",2,0,3,0.29,0.18,0,0,0,2,0,0.649818310922104,0.793007064084972
"294","guanjuntian",3,0,4,0.21,0.11,1,0,0,1,0,0.646489122906404,0.789777122754711
"295","encephaly",3,0,2,0.44,0.1,0,0,0,4,0,0.620602551989461,0.764662258436716
"296","cecirioelle",4,0,2,0.2,0.15,1,0,0,1,0,0.637661730440535,0.781212884379017
"297","aman210306",3,0,4,0.37,0.1,1,0,0,1,0,0.65570453262352,0.798717811168896
"298","nmds2sky",3,0,3,0.12,0.13,0,0,0,5,0,0.617069654916858,0.761234680836246
"299","cryptojonah1984",4,0,2,0.4,0.08,1,0,0,1,0,0.626191940493674,0.770085021241193
"300","akinorioyama",5,0,0,0.18,0.13,0,0,0,2,0,0.625685577980797,0.769593753940961
"301","shahmeerchaudhry",6,0,3,0.11,0.08,0,0,0,24,0,0.616281979896826,0.760470487258107
"302","liangcaoshandong",6,0,4,0,0.18,0,0,0,3,0,0.68126322896316,0.823514575204365
"303","shriyansh02",3,0,3,0.36,0.13,0,0,0,46,0,0.61933567566414,0.76343314906104
"304","sumeet0101-del",7,0,3,0.35,0.11,0,0,0,64,0,0.68314899280422,0.825344122391437
"305","grjn1337",3,0,4,0.64,0.1,0,0,0,1,0,0.74590108276214,0.886225504866558
"306","nikitamykhalchuk",7,0,1,0.12,0.2,0,0,0,1,0,0.715798704410398,0.857020510880347
"307","huckerkorea",5,0,3,0.05,0.21,1,0,0,2,0,0.6285181039149,0.772341839221953
"308","yang7777",1,2,4,0.21,0.39,0,0,0,1,0,0.607652476229093,0.752098238402045
"309","wuzura",2,0,3,0.25,0.15,0,0,0,1,0,0.674502028360181,0.816954933283642
"310","icopokrovskyi",5,0,3,0,0.11,0,0,0,3,0,0.623460299044896,0.76743481297021
"311","layon7",2,0,4,0.38,0.28,0,0,0,2,0,0.69618055218735,0.837987196934191
"312","joseluisminguez",6,0,3,0.29,0,0,0,0,9,0,0.649901734631122,0.793088000843248
"313","taka-eth",3,0,4,0.14,0.1,0,0,0,11,0,0.608250022796013,0.752677971461323
"314","legendmoosewala",7,0,4,0.39,0.13,1,0,0,16,0,0.655510523997897,0.79852958614965
"315","mdullahtanvir",6,0,3,0.08,0.15,0,0,0,11,0,0.660706074992094,0.803570252165058
"316","sarkarabhijoy",6,0,3,0.2,0.18,0,0,0,12,0,0.694752648702761,0.83660186079254
"317","bullgori",3,0,4,0.35,0.18,1,0,0,4,0,0.625159814605357,0.769083664138805
"318","patutd074",4,0,3,0.36,0.08,0,0,0,5,0,0.662873151340309,0.805672725630036
"319","may-star-ua",5,0,4,0.31,0.25,0,0,0,6,0,0.753546962697962,0.893643452875043
"320","todddoubleu",4,0,3,0.5,0.16,0,0,0,1,0,0.782623035420155,0.921852736509442
"321","jondesigner",3,0,3,0.27,0.2,0,0,0,4,0,0.670154295059958,0.812736810602339
"322","ifir3",2,0,4,0.32,0.1,0,0,0,4,0,0.622532937814415,0.766535097378214
"323","darth9000",3,0,3,0.31,0.1,0,0,0,6,0,0.627423895266384,0.771280250113406
"324","shalinipundir19",6,0,4,0.11,0.28,1,0,0,7,0,0.643648836627276,0.787021508472949
"325","karenirishmaeabanodelloza",14,0,4,0,0.08,1,0,0,1,0,0.620187373530627,0.764259456895529
"326","nkks2215",3,0,3,0.3,0.13,0,0,0,24,0,0.618943778240381,0.763052934522163
"327","jack412jack",4,0,2,0.12,0.16,0,0,0,3,0,0.649374031169426,0.792576028790899
"328","supertgg",2,0,3,0.27,0.25,0,0,0,5,0,0.624736875801498,0.768673333596848
"329","breezee1013",4,0,3,0.07,0.1,0,0,0,2,0,0.651673033383064,0.794806495268964
"330","cslos123",3,0,3,0.51,NA,0,0,0,1,0,0.768951247572467,0.758140261519842
"331","nirupa455",4,0,2,0.29,0.23,0,0,0,31,0,0.641225668893239,0.784670577982567
"332","twometerman",3,0,4,0.37,0.23,0,0,0,5,0,0.705333879144267,0.846867653342218
"333","hiexyz",2,0,3,0.2,0,0,0,0,1,0,0.605663887816452,0.750168931954773
"334","apipat2499",4,0,4,0.06,0.1,0,0,0,13,0,0.621656018826597,0.765684320291222
"335","kvazer13",3,0,4,0.08,0.23,0,0,0,2,0,0.683389563499993,0.825577521415302
"336","vanessa1008",3,0,4,0.25,0.1,0,0,0,11,0,0.630640558279221,0.774401020932504
"337","arthurpdragon130",7,0,3,0.02,0.15,1,0,0,1,0,0.667785449741095,0.810438583117345
"338","kassandraoftroy",6,0,4,0.22,0.2,0,0,0,1,0,0.819166500142596,0.95730680113462
"339","blackwoodactual",5,0,3,0,0.13,1,0,0,1,0,0.606030564118881,0.750524677241148
"340","pochainu",2,0,4,0.12,0.1,0,0,0,1,0,0.647835542768232,0.791083404388278
"341","tinhyeulunglinh",6,0,2,0.1,0.11,0,0,0,10,0,0.62348358007997,0.767457399972519
"342","sasha-weezy",4,0,2,0,0.13,0,0,0,1,0,0.633395480763075,0.777073816205798
"343","justones10",3,0,3,0.53,0.15,0,0,0,2,0,0.704639328264535,0.846193807773317
"344","nimanourani",4,0,3,0.25,0.18,0,0,0,3,0,0.710220956423723,0.851609041577025
"345","peetzweg",3,0,3,0.43,0.21,0,0,0,1,0,0.750322539340099,0.890515153055174
"346","svantetobias",5,0,5,0.53,0.25,0,0,0,9,0,0.770530477785042,0.910120671059839
"347","newagno",2,0,1,0.38,0.18,0,0,0,1,0,0.637589947249055,0.781143241121896
"348","weiscracker",2,0,4,0.47,0.1,0,1,0,1,0,0.773848025283204,0.913339318888945
"349","evilmoneywitch",5,0,3,0.14,0.13,1,0,0,1,0,0.670775122661954,0.813339130663926
"350","anitaverma777",5,0,2,0.37,0.16,1,0,0,7,0,0.608692362462435,0.753107124505203
"351","denysraider",4,0,2,0.12,0.16,0,0,0,2,0,0.664667731127326,0.807413807058062
"352","szueb69",2,0,3,0.4,0.15,0,0,0,2,0,0.653686842917036,0.796760270968738
"353","phamdinhduc91",3,0,3,0.05,0.28,0,0,0,5,0,0.623221668435379,0.767203296196537
"354","kdtd1",2,0,4,0.45,0.1,1,0,0,1,0,0.617009512242914,0.76117633108028
"355","kcpuppuccino",5,0,3,0.29,0,1,0,0,2,0,0.60742742622337,0.751879897379719
"356","mehedishimul06",5,0,2,0.08,0,0,0,0,1,0,0.649872633337278,0.793059767090361
"357","kangchihlun",4,0,3,0.22,NA,0,0,0,1,0,0.778469310745556,0.767374580964051
"358","newmskii",3,0,4,0.29,0,0,0,0,5,0,0.623206147745329,0.767188238194997
"359","rajatco",2,0,3,0.46,0.18,0,0,0,3,0,0.649319708754251,0.79252332578551
"360","chrishollingworth",5,0,4,0.5,NA,0,0,0,3,0,0.800450488028698,0.788700475644624
"361","babarkhaneth",5,0,4,0.25,0.2,1,0,0,29,0,0.630974253115294,0.774724767965608
"362","paulofonseca1987",4,0,4,0.38,0.23,0,0,0.25,4,1,0.655349496838629,0.798373359383676
"363","insidethesim",5,0,4,0.36,0.31,0,1,0.17,80,14,0.664685191903632,0.807430747309794
"364","dindiw",2,0,5,0.2,0.1,0,1,0,3,0,0.701923207505806,0.843558657503873
"365","bhoyaaaa",3,0,4,0.14,0.15,1,0,0,2,0,0.60631963697106,0.750805132519825
"366","surjendubhadra",6,0,4,0.35,0.23,1,0,0,3,0,0.709935763744056,0.851332350798733
"367","jrfranco24",2,0,3,0.33,0.25,0,0,0,1,0,0.701442066114259,0.843091859456143
"368","rocktanmay2012",6,0,3,0.2,0.13,0,0,0,60,0,0.663113722036082,0.805906124653901
"369","utkuyuks",4,0,3,0.2,0.26,0,0,0,6,0,0.688717040359614,0.830746180443797
"370","indianotaku3",5,0,2,0.4,0.21,1,0,0,1,0,0.698089597063485,0.839839331123572
"371","cryptocoinpurse",4,0,4,0.24,0.25,1,0,0,2,0,0.678989447870852,0.821308577978802
"372","cryptodropsdaily",6,0,3,0.11,0.2,1,0,0,7,0,0.609592562485328,0.753980488594505
"373","taisen405512",5,0,4,0.44,0.11,0,0,0,11,0,0.721137821787557,0.862200463409997
